"ID","name","versionNumber","contentType","dataFileSizeBytes","createdBy","createdOn","modifiedBy","modifiedOn","parentId","synapseURL","dataFileMD5Hex"
"syn60959888","ISPY1_1088.nii.gz","1","application/gzip","5083","3505996","1718281406492","3505996","1718281406492","syn60958853","https://www.synapse.org/#!Synapse:syn60959888.1","aa0389df7ac4ca2ac03a8dad1da5823b"
"syn60959589","ISPY2_604326.nii.gz","1","application/gzip","5125","3505996","1718281020518","3505996","1718281020518","syn60958853","https://www.synapse.org/#!Synapse:syn60959589.1","1f565dda4d83322f4b849172257179e2"
"syn60959244","ISPY1_1148.nii.gz","1","application/gzip","5152","3505996","1718280723275","3505996","1718280723275","syn60958853","https://www.synapse.org/#!Synapse:syn60959244.1","2861bc5fdf93f6eb1fefe0907a08f247"
"syn60959974","ISPY1_1069.nii.gz","1","application/gzip","5157","3505996","1718281570162","3505996","1718281570162","syn60958853","https://www.synapse.org/#!Synapse:syn60959974.1","a869aaf5e3e6d151182770d254b06178"
"syn60959041","ISPY1_1185.nii.gz","1","application/gzip","5174","3505996","1718280546013","3505996","1718280546013","syn60958853","https://www.synapse.org/#!Synapse:syn60959041.1","9668d18170f188741cd7baa36e75cb02"
"syn60960164","ISPY2_320538.nii.gz","1","application/gzip","5318","3505996","1718281936994","3505996","1718281936994","syn60958853","https://www.synapse.org/#!Synapse:syn60960164.1","83753eed45d0245da43b6cc258220851"
"syn60959217","ISPY1_1007.nii.gz","1","application/gzip","5393","3505996","1718280699607","3505996","1718280699607","syn60958853","https://www.synapse.org/#!Synapse:syn60959217.1","da4b5a1cca95ff99492524a811ad100c"
"syn60959364","ISPY1_1017.nii.gz","1","application/gzip","5466","3505996","1718280824232","3505996","1718280824232","syn60958853","https://www.synapse.org/#!Synapse:syn60959364.1","0ba6bcc0feac5521d4ced4e3dd064e63"
"syn60958919","ISPY1_1075.nii.gz","1","application/gzip","5467","3505996","1718280446843","3505996","1718280446843","syn60958853","https://www.synapse.org/#!Synapse:syn60958919.1","b178a9c3b2ffcfc3ab14b24ddba7034d"
"syn60959927","ISPY1_1036.nii.gz","1","application/gzip","5747","3505996","1718281478442","3505996","1718281478442","syn60958853","https://www.synapse.org/#!Synapse:syn60959927.1","2573d9129947d1ca23f94ce2fd262dac"
"syn60959560","ISPY2_199115.nii.gz","1","application/gzip","5830","3505996","1718280995116","3505996","1718280995116","syn60958853","https://www.synapse.org/#!Synapse:syn60959560.1","7c51dd66378e2f722ad2fca7c13887f9"
"syn60959241","ISPY1_1102.nii.gz","1","application/gzip","5833","3505996","1718280720510","3505996","1718280720510","syn60958853","https://www.synapse.org/#!Synapse:syn60959241.1","f7e0dd752e01442aa441c9c0d0387541"
"syn60959077","ISPY1_1219.nii.gz","1","application/gzip","5901","3505996","1718280577060","3505996","1718280577060","syn60958853","https://www.synapse.org/#!Synapse:syn60959077.1","c943250704503cd06b19f3b58911e659"
"syn60959540","ISPY1_1016.nii.gz","1","application/gzip","6003","3505996","1718280977532","3505996","1718280977532","syn60958853","https://www.synapse.org/#!Synapse:syn60959540.1","31c46870005a6fc91db03a69247b8311"
"syn60959662","ISPY1_1009.nii.gz","1","application/gzip","6011","3505996","1718281084163","3505996","1718281084163","syn60958853","https://www.synapse.org/#!Synapse:syn60959662.1","a3b435aa5a1ab0d8cca8d58883248115"
"syn60960247","ISPY1_1031.nii.gz","1","application/gzip","6062","3505996","1718282098314","3505996","1718282098314","syn60958853","https://www.synapse.org/#!Synapse:syn60960247.1","c68b787437f8e4c0036bfa818f0be7fd"
"syn60960097","ISPY2_572235.nii.gz","1","application/gzip","6146","3505996","1718281810724","3505996","1718281810724","syn60958853","https://www.synapse.org/#!Synapse:syn60960097.1","8484b3c4b78cd51d3b43ccc4259dcbc0"
"syn60960314","ISPY2_122795.nii.gz","1","application/gzip","6156","3505996","1718282234592","3505996","1718282234592","syn60958853","https://www.synapse.org/#!Synapse:syn60960314.1","f113b6d5c357d47c85f223fb15aa4ec0"
"syn60959755","ISPY2_289420.nii.gz","1","application/gzip","6215","3505996","1718281202508","3505996","1718281202508","syn60958853","https://www.synapse.org/#!Synapse:syn60959755.1","431db426ca4d67fb58442cc1f83f58ce"
"syn60959003","ISPY1_1064.nii.gz","1","application/gzip","6276","3505996","1718280514588","3505996","1718280514588","syn60958853","https://www.synapse.org/#!Synapse:syn60959003.1","9dcccfb92da2f1a9ca8d493a9ba25dbc"
"syn60959675","ISPY2_652480.nii.gz","1","application/gzip","6310","3505996","1718281093874","3505996","1718281093874","syn60958853","https://www.synapse.org/#!Synapse:syn60959675.1","3be92fcc7b875059cc0d905620c64bcd"
"syn60959916","ISPY2_819622.nii.gz","1","application/gzip","6515","3505996","1718281459991","3505996","1718281459991","syn60958853","https://www.synapse.org/#!Synapse:syn60959916.1","aa69ed94dd1ca684ca5a8b9e29ca10b9"
"syn60960107","ISPY1_1142.nii.gz","1","application/gzip","6584","3505996","1718281830246","3505996","1718281830246","syn60958853","https://www.synapse.org/#!Synapse:syn60960107.1","0bb5351f3c6a4c206634e4595cb98455"
"syn60959841","ISPY1_1187.nii.gz","1","application/gzip","6713","3505996","1718281343004","3505996","1718281343004","syn60958853","https://www.synapse.org/#!Synapse:syn60959841.1","6a3e55e8d9394dde504af627854cdd38"
"syn60960390","ISPY1_1161.nii.gz","1","application/gzip","6765","3505996","1718282376124","3505996","1718282376124","syn60958853","https://www.synapse.org/#!Synapse:syn60960390.1","20b3e3f8ef9a48e31c86a6a3019f7313"
"syn60959196","ISPY1_1094.nii.gz","1","application/gzip","6851","3505996","1718280681315","3505996","1718280681315","syn60958853","https://www.synapse.org/#!Synapse:syn60959196.1","4283ef502d2e374306fb9fed31c2ccf6"
"syn60959804","ISPY2_714205.nii.gz","1","application/gzip","6892","3505996","1718281292887","3505996","1718281292887","syn60958853","https://www.synapse.org/#!Synapse:syn60959804.1","d49b140f9e8dccb134d946d7585e236b"
"syn60960362","ISPY2_208303.nii.gz","1","application/gzip","7262","3505996","1718282319963","3505996","1718282319963","syn60958853","https://www.synapse.org/#!Synapse:syn60960362.1","a371e098919feb02a590c1ac27500645"
"syn60959875","ISPY2_917762.nii.gz","1","application/gzip","7370","3505996","1718281384568","3505996","1718281384568","syn60958853","https://www.synapse.org/#!Synapse:syn60959875.1","b9f4898845b0eae7f80f3d419ce97087"
"syn60958873","ISPY1_1197.nii.gz","1","application/gzip","7401","3505996","1718280408642","3505996","1718280408642","syn60958853","https://www.synapse.org/#!Synapse:syn60958873.1","2dea11a38be281fb02f84aede6b300ac"
"syn60959385","ISPY2_962472.nii.gz","1","application/gzip","7590","3505996","1718280842735","3505996","1718280842735","syn60958853","https://www.synapse.org/#!Synapse:syn60959385.1","584421700b2b4e0938e03efdd62401c1"
"syn60959182","ISPY1_1037.nii.gz","1","application/gzip","7778","3505996","1718280669017","3505996","1718280669017","syn60958853","https://www.synapse.org/#!Synapse:syn60959182.1","45c0ab3dd617869ba612ff07842276f1"
"syn60960177","ISPY1_1073.nii.gz","1","application/gzip","8156","3505996","1718281963607","3505996","1718281963607","syn60958853","https://www.synapse.org/#!Synapse:syn60960177.1","cac2509e6bd7d28d5f07f68618c7bdb1"
"syn60959759","ISPY2_360937.nii.gz","1","application/gzip","8224","3505996","1718281210247","3505996","1718281210247","syn60958853","https://www.synapse.org/#!Synapse:syn60959759.1","301f2d2f6207ad3008c225d87d05fe33"
"syn60959257","ISPY1_1021.nii.gz","1","application/gzip","8328","3505996","1718280734748","3505996","1718280734748","syn60958853","https://www.synapse.org/#!Synapse:syn60959257.1","af59b0bfb72fcf93bb667882b2f4cf45"
"syn60959254","ISPY1_1124.nii.gz","1","application/gzip","8559","3505996","1718280732103","3505996","1718280732103","syn60958853","https://www.synapse.org/#!Synapse:syn60959254.1","5e0dc193a1098758971c9ec8e865da6c"
"syn60959975","ISPY1_1060.nii.gz","1","application/gzip","8626","3505996","1718281571952","3505996","1718281571952","syn60958853","https://www.synapse.org/#!Synapse:syn60959975.1","b1db11a566d2133c280be243a7e75352"
"syn60960324","ISPY1_1032.nii.gz","1","application/gzip","8669","3505996","1718282251535","3505996","1718282251535","syn60958853","https://www.synapse.org/#!Synapse:syn60960324.1","3c91c3586d8ebae23081152c14280abd"
"syn60960052","ISPY2_159284.nii.gz","1","application/gzip","8997","3505996","1718281727536","3505996","1718281727536","syn60958853","https://www.synapse.org/#!Synapse:syn60960052.1","2bf10b5593215ead32dfdadc4555d8e2"
"syn60959696","ISPY2_726091.nii.gz","1","application/gzip","9703","3505996","1718281111861","3505996","1718281111861","syn60958853","https://www.synapse.org/#!Synapse:syn60959696.1","818898327c83eb29b52884e6556efccf"
"syn60959206","ISPY2_845147.nii.gz","1","application/gzip","10244","3505996","1718280690051","3505996","1718280690051","syn60958853","https://www.synapse.org/#!Synapse:syn60959206.1","6d3817cc49cab79320808e9df68c7c47"
"syn60959441","ISPY2_721099.nii.gz","1","application/gzip","10563","3505996","1718280891228","3505996","1718280891228","syn60958853","https://www.synapse.org/#!Synapse:syn60959441.1","b0dc41a093f79766d55670fa8c9279bb"
"syn60960189","ISPY2_953885.nii.gz","1","application/gzip","10916","3505996","1718281988263","3505996","1718281988263","syn60958853","https://www.synapse.org/#!Synapse:syn60960189.1","3d1a4bca12cddf0492ac99e04ee58d24"
"syn60959661","ISPY2_825363.nii.gz","1","application/gzip","10952","3505996","1718281083263","3505996","1718281083263","syn60958853","https://www.synapse.org/#!Synapse:syn60959661.1","9355b8639c352858f533027840ddf71c"
"syn60959167","ISPY1_1035.nii.gz","1","application/gzip","11183","3505996","1718280655902","3505996","1718280655902","syn60958853","https://www.synapse.org/#!Synapse:syn60959167.1","e1c87df6142d462f0d0e5c9cdc91d4d8"
"syn60960365","ISPY1_1005.nii.gz","1","application/gzip","11313","3505996","1718282325658","3505996","1718282325658","syn60958853","https://www.synapse.org/#!Synapse:syn60960365.1","d1f0c277bcd7fb4ba4fd43f1efc27b60"
"syn60959723","ISPY2_803677.nii.gz","1","application/gzip","11949","3505996","1718281141154","3505996","1718281141154","syn60958853","https://www.synapse.org/#!Synapse:syn60959723.1","4ecd96a58b53e0489c29884a7593387c"
"syn60960144","ISPY2_335091.nii.gz","1","application/gzip","12119","3505996","1718281897700","3505996","1718281897700","syn60958853","https://www.synapse.org/#!Synapse:syn60960144.1","f8cb30e42f431380148c297ac0c4c42a"
"syn60959449","ISPY2_628823.nii.gz","1","application/gzip","12355","3505996","1718280898138","3505996","1718280898138","syn60958853","https://www.synapse.org/#!Synapse:syn60959449.1","afe9f4a7f8f1269cbb1aeeace34989e4"
"syn60959534","ISPY1_1201.nii.gz","1","application/gzip","12421","3505996","1718280972170","3505996","1718280972170","syn60958853","https://www.synapse.org/#!Synapse:syn60959534.1","df37b49c473261eff09b12c300b89b6b"
"syn60960028","ISPY2_781642.nii.gz","1","application/gzip","12426","3505996","1718281677708","3505996","1718281677708","syn60958853","https://www.synapse.org/#!Synapse:syn60960028.1","2aeadface92479d25c722c4d880c2260"
"syn60959061","ISPY2_229328.nii.gz","1","application/gzip","12448","3505996","1718280563268","3505996","1718280563268","syn60958853","https://www.synapse.org/#!Synapse:syn60959061.1","26bca1f6544cef8e31d142026d8f7900"
"syn60959403","ISPY1_1129.nii.gz","1","application/gzip","12628","3505996","1718280858385","3505996","1718280858385","syn60958853","https://www.synapse.org/#!Synapse:syn60959403.1","0bfcbe2ed2817718e6f244068aa92487"
"syn60959745","ISPY1_1233.nii.gz","1","application/gzip","12707","3505996","1718281182515","3505996","1718281182515","syn60958853","https://www.synapse.org/#!Synapse:syn60959745.1","b446e05a502ac04999bdfeef66894daa"
"syn60959405","NACT_15.nii.gz","1","application/gzip","12808","3505996","1718280860127","3505996","1718280860127","syn60958853","https://www.synapse.org/#!Synapse:syn60959405.1","d3c78fb92624cb2b35e61fcfeefb418c"
"syn60959643","ISPY2_197942.nii.gz","1","application/gzip","13148","3505996","1718281067678","3505996","1718281067678","syn60958853","https://www.synapse.org/#!Synapse:syn60959643.1","381f2deaeb2963235f8f18816232451b"
"syn60960111","ISPY2_934459.nii.gz","1","application/gzip","13452","3505996","1718281838150","3505996","1718281838150","syn60958853","https://www.synapse.org/#!Synapse:syn60960111.1","3c9aea7d306e63a46618c0f27a281449"
"syn60958895","ISPY2_183831.nii.gz","1","application/gzip","13844","3505996","1718280426284","3505996","1718280426284","syn60958853","https://www.synapse.org/#!Synapse:syn60958895.1","024a196dc9f8dadb904446f7523f3592"
"syn60959545","ISPY1_1180.nii.gz","1","application/gzip","14129","3505996","1718280981818","3505996","1718280981818","syn60958853","https://www.synapse.org/#!Synapse:syn60959545.1","78ace08af6c038f57a49c5bbb6329254"
"syn60959522","ISPY1_1234.nii.gz","1","application/gzip","14143","3505996","1718280961538","3505996","1718280961538","syn60958853","https://www.synapse.org/#!Synapse:syn60959522.1","e7986260536ae5864b3ec6685ec2ee24"
"syn60958986","ISPY1_1089.nii.gz","1","application/gzip","14480","3505996","1718280499828","3505996","1718280499828","syn60958853","https://www.synapse.org/#!Synapse:syn60958986.1","91130b4755cb56106ccca2972fbae310"
"syn60960126","ISPY1_1188.nii.gz","1","application/gzip","14608","3505996","1718281860443","3505996","1718281860443","syn60958853","https://www.synapse.org/#!Synapse:syn60960126.1","49d1c86532b58b2248a90d5aa1b250a4"
"syn60959119","ISPY1_1192.nii.gz","1","application/gzip","14755","3505996","1718280613927","3505996","1718280613927","syn60958853","https://www.synapse.org/#!Synapse:syn60959119.1","a385a4c9bef721460137cf98cffb215c"
"syn60958874","ISPY1_1217.nii.gz","1","application/gzip","14774","3505996","1718280409551","3505996","1718280409551","syn60958853","https://www.synapse.org/#!Synapse:syn60958874.1","161b5fedbcf9c0eb1d5fc700183ebd0d"
"syn60960125","ISPY1_1008.nii.gz","1","application/gzip","15015","3505996","1718281858483","3505996","1718281858483","syn60958853","https://www.synapse.org/#!Synapse:syn60960125.1","b990045382306f6924d602645dd344a3"
"syn60959139","ISPY1_1058.nii.gz","1","application/gzip","15217","3505996","1718280631612","3505996","1718280631612","syn60958853","https://www.synapse.org/#!Synapse:syn60959139.1","ff4dd71048bcd7b29f759640a01bff23"
"syn60959502","ISPY1_1145.nii.gz","1","application/gzip","15281","3505996","1718280944121","3505996","1718280944121","syn60958853","https://www.synapse.org/#!Synapse:syn60959502.1","95f28ff1bee7fdef331f400c2f0d5e06"
"syn60960436","ISPY1_1112.nii.gz","1","application/gzip","15397","3505996","1718282468920","3505996","1718282468920","syn60958853","https://www.synapse.org/#!Synapse:syn60960436.1","277171779d6c976d860cff301306435b"
"syn60958888","ISPY1_1130.nii.gz","1","application/gzip","15465","3505996","1718280421946","3505996","1718280421946","syn60958853","https://www.synapse.org/#!Synapse:syn60958888.1","276abdf6a1bec275e1f30e89b6a5c02b"
"syn60958870","ISPY1_1152.nii.gz","1","application/gzip","15611","3505996","1718280406032","3505996","1718280406032","syn60958853","https://www.synapse.org/#!Synapse:syn60958870.1","df9ebaecabcf89a991d79e0604e82a13"
"syn60960422","ISPY1_1015.nii.gz","1","application/gzip","15637","3505996","1718282440804","3505996","1718282440804","syn60958853","https://www.synapse.org/#!Synapse:syn60960422.1","289e63ef99aca2a96a8c2117d030a90e"
"syn60959628","ISPY1_1163.nii.gz","1","application/gzip","15674","3505996","1718281054711","3505996","1718281054711","syn60958853","https://www.synapse.org/#!Synapse:syn60959628.1","a9ee4448d0a32fcbb4a73d68b05cecdf"
"syn60959461","ISPY2_882553.nii.gz","1","application/gzip","15682","3505996","1718280908900","3505996","1718280908900","syn60958853","https://www.synapse.org/#!Synapse:syn60959461.1","57fa5f365ce4f167265583462db298b3"
"syn60959410","ISPY1_1191.nii.gz","1","application/gzip","15691","3505996","1718280864424","3505996","1718280864424","syn60958853","https://www.synapse.org/#!Synapse:syn60959410.1","6c4bd0a3771d82e74a8a03d8ac518b4e"
"syn60959435","NACT_03.nii.gz","1","application/gzip","15696","3505996","1718280885950","3505996","1718280885950","syn60958853","https://www.synapse.org/#!Synapse:syn60959435.1","6bd93e37a4e38e58f870764146155bb5"
"syn60959609","NACT_50.nii.gz","1","application/gzip","15704","3505996","1718281038033","3505996","1718281038033","syn60958853","https://www.synapse.org/#!Synapse:syn60959609.1","faa0cfdff2f1634d2cf6fe981893a17d"
"syn60958994","ISPY1_1171.nii.gz","1","application/gzip","15735","3505996","1718280506796","3505996","1718280506796","syn60958853","https://www.synapse.org/#!Synapse:syn60958994.1","a78918342e8be39d8b9d4f67936d0e6e"
"syn60959277","ISPY1_1158.nii.gz","1","application/gzip","15794","3505996","1718280750384","3505996","1718280750384","syn60958853","https://www.synapse.org/#!Synapse:syn60959277.1","1c23e50b3cc54ec174f99755dcb4691d"
"syn60958917","ISPY2_532183.nii.gz","1","application/gzip","15806","3505996","1718280445104","3505996","1718280445104","syn60958853","https://www.synapse.org/#!Synapse:syn60958917.1","e5003679d2e81ffbe0f50900be7a09b9"
"syn60959252","ISPY1_1011.nii.gz","1","application/gzip","15924","3505996","1718280730389","3505996","1718280730389","syn60958853","https://www.synapse.org/#!Synapse:syn60959252.1","506b9e2a78cd04d5da45404d41c16bec"
"syn60958944","ISPY1_1128.nii.gz","1","application/gzip","15945","3505996","1718280466993","3505996","1718280466993","syn60958853","https://www.synapse.org/#!Synapse:syn60958944.1","a24fdbad7d8d511430eab6e6045bb2ea"
"syn60959633","ISPY1_1208.nii.gz","1","application/gzip","15976","3505996","1718281059026","3505996","1718281059026","syn60958853","https://www.synapse.org/#!Synapse:syn60959633.1","41be942959a55168104f85d5b19c0110"
"syn60960315","ISPY1_1177.nii.gz","1","application/gzip","15986","3505996","1718282236635","3505996","1718282236635","syn60958853","https://www.synapse.org/#!Synapse:syn60960315.1","1d129cb3c0710f605a7e43c15284ba9f"
"syn60959505","NACT_22.nii.gz","1","application/gzip","16019","3505996","1718280946761","3505996","1718280946761","syn60958853","https://www.synapse.org/#!Synapse:syn60959505.1","b8da686046100633458174d67d718d50"
"syn60958980","ISPY1_1067.nii.gz","1","application/gzip","16038","3505996","1718280494686","3505996","1718280494686","syn60958853","https://www.synapse.org/#!Synapse:syn60958980.1","09e4822bcfeca8ead9fc138e2e7d2e7c"
"syn60959142","NACT_36.nii.gz","1","application/gzip","16070","3505996","1718280634199","3505996","1718280634199","syn60958853","https://www.synapse.org/#!Synapse:syn60959142.1","50c574dbaa602cba9b9ac98038f1bcbf"
"syn60959801","ISPY1_1176.nii.gz","1","application/gzip","16072","3505996","1718281286973","3505996","1718281286973","syn60958853","https://www.synapse.org/#!Synapse:syn60959801.1","1d736fb873d6960a8304892f3856493b"
"syn60960170","NACT_46.nii.gz","1","application/gzip","16096","3505996","1718281949079","3505996","1718281949079","syn60958853","https://www.synapse.org/#!Synapse:syn60960170.1","369bf3e2d11ee174811deed5c2edad1c"
"syn60959080","ISPY1_1223.nii.gz","1","application/gzip","16132","3505996","1718280579630","3505996","1718280579630","syn60958853","https://www.synapse.org/#!Synapse:syn60959080.1","dce9a601ee8f11d32c3dd7d3d17fddce"
"syn60960249","NACT_60.nii.gz","1","application/gzip","16150","3505996","1718282102337","3505996","1718282102337","syn60958853","https://www.synapse.org/#!Synapse:syn60960249.1","c187ffd314b5a7bb091a644f87d71890"
"syn60959058","NACT_53.nii.gz","1","application/gzip","16193","3505996","1718280560628","3505996","1718280560628","syn60958853","https://www.synapse.org/#!Synapse:syn60959058.1","c95704bfa847c3667682e517e0c7b62a"
"syn60960271","NACT_42.nii.gz","1","application/gzip","16202","3505996","1718282148321","3505996","1718282148321","syn60958853","https://www.synapse.org/#!Synapse:syn60960271.1","e1e2bd4aec2e68da693669cb064264f4"
"syn60960043","NACT_56.nii.gz","1","application/gzip","16203","3505996","1718281708387","3505996","1718281708387","syn60958853","https://www.synapse.org/#!Synapse:syn60960043.1","3f2abec6b4c882d7e1e15c9b912e93ef"
"syn60959839","NACT_54.nii.gz","1","application/gzip","16245","3505996","1718281341246","3505996","1718281341246","syn60958853","https://www.synapse.org/#!Synapse:syn60959839.1","abfe6d875bebdc52a4541aa5b343a783"
"syn60959629","NACT_40.nii.gz","1","application/gzip","16248","3505996","1718281055580","3505996","1718281055580","syn60958853","https://www.synapse.org/#!Synapse:syn60959629.1","49ab613b738e90b12c004d99ce2de0bc"
"syn60960415","ISPY1_1168.nii.gz","1","application/gzip","16250","3505996","1718282426544","3505996","1718282426544","syn60958853","https://www.synapse.org/#!Synapse:syn60960415.1","6c670b8e07ddddbdf04041f51f9f6206"
"syn60959689","ISPY1_1077.nii.gz","1","application/gzip","16271","3505996","1718281105936","3505996","1718281105936","syn60958853","https://www.synapse.org/#!Synapse:syn60959689.1","0f33e8d1062752f594e6361469af5509"
"syn60958997","ISPY1_1198.nii.gz","1","application/gzip","16280","3505996","1718280509395","3505996","1718280509395","syn60958853","https://www.synapse.org/#!Synapse:syn60958997.1","ccf20e1ac50ff81eddfd8ec77f666c7d"
"syn60959019","ISPY1_1029.nii.gz","1","application/gzip","16289","3505996","1718280528463","3505996","1718280528463","syn60958853","https://www.synapse.org/#!Synapse:syn60959019.1","5e3ffb884f509a65acd49901f50527ae"
"syn60960280","NACT_59.nii.gz","1","application/gzip","16329","3505996","1718282166009","3505996","1718282166009","syn60958853","https://www.synapse.org/#!Synapse:syn60960280.1","5103c23ae67ef067d0b4dec07f2f9b8a"
"syn60958945","NACT_52.nii.gz","1","application/gzip","16335","3505996","1718280467883","3505996","1718280467883","syn60958853","https://www.synapse.org/#!Synapse:syn60958945.1","a33112904022e45002742fd4f20214f2"
"syn60959526","ISPY1_1066.nii.gz","1","application/gzip","16366","3505996","1718280965131","3505996","1718280965131","syn60958853","https://www.synapse.org/#!Synapse:syn60959526.1","23b7539ab07c4e034e042b63a87f18fe"
"syn60960399","ISPY1_1207.nii.gz","1","application/gzip","16382","3505996","1718282394380","3505996","1718282394380","syn60958853","https://www.synapse.org/#!Synapse:syn60960399.1","73d329009ef1b27c8318aad5473b9a77"
"syn60960221","NACT_47.nii.gz","1","application/gzip","16402","3505996","1718282045254","3505996","1718282045254","syn60958853","https://www.synapse.org/#!Synapse:syn60960221.1","dad6258e83d65735fd1453c884509f38"
"syn60959062","ISPY2_414844.nii.gz","1","application/gzip","16416","3505996","1718280564125","3505996","1718280564125","syn60958853","https://www.synapse.org/#!Synapse:syn60959062.1","15625a089662027a6286e1fda9f2d31d"
"syn60958975","NACT_66.nii.gz","1","application/gzip","16442","3505996","1718280490438","3505996","1718280490438","syn60958853","https://www.synapse.org/#!Synapse:syn60958975.1","efbfbdc9feebd9559acceb0501288527"
"syn60959970","ISPY1_1220.nii.gz","1","application/gzip","16451","3505996","1718281562317","3505996","1718281562317","syn60958853","https://www.synapse.org/#!Synapse:syn60959970.1","591ebdbf2c9c1182a7a914f55a578534"
"syn60959225","ISPY1_1204.nii.gz","1","application/gzip","16458","3505996","1718280706741","3505996","1718280706741","syn60958853","https://www.synapse.org/#!Synapse:syn60959225.1","a62999349430711ba2d8b810a8d892b2"
"syn60960151","ISPY1_1038.nii.gz","1","application/gzip","16499","3505996","1718281911380","3505996","1718281911380","syn60958853","https://www.synapse.org/#!Synapse:syn60960151.1","395e62b658afdbd2a61a8599a0267d21"
"syn60959049","NACT_68.nii.gz","1","application/gzip","16503","3505996","1718280552905","3505996","1718280552905","syn60958853","https://www.synapse.org/#!Synapse:syn60959049.1","d923971f506c464ce37c0d71b7400e49"
"syn60958992","NACT_67.nii.gz","1","application/gzip","16524","3505996","1718280505086","3505996","1718280505086","syn60958853","https://www.synapse.org/#!Synapse:syn60958992.1","25b58229fe17829e750af7e4684fdeca"
"syn60959399","ISPY1_1141.nii.gz","1","application/gzip","16525","3505996","1718280854885","3505996","1718280854885","syn60958853","https://www.synapse.org/#!Synapse:syn60959399.1","4523984ca4a90403cd19aab177fef543"
