"ID","name","versionNumber","contentType","dataFileSizeBytes","createdBy","createdOn","modifiedBy","modifiedOn","parentId","synapseURL","dataFileMD5Hex"
"syn60957523","ISPY1_1011.nii.gz","1","application/gzip","8524","3505996","1718277903329","3505996","1718277903329","syn60957263","https://www.synapse.org/#!Synapse:syn60957523.1","9a0d72fdeb9705e68bcfc6d8dc90e53a"
"syn60957382","NACT_50.nii.gz","1","application/gzip","8557","3505996","1718277790179","3505996","1718277790179","syn60957263","https://www.synapse.org/#!Synapse:syn60957382.1","9f4862cc404468b4083bb56410ff2bd3"
"syn60957565","ISPY2_934459.nii.gz","1","application/gzip","8574","3505996","1718278033944","3505996","1718278033944","syn60957263","https://www.synapse.org/#!Synapse:syn60957565.1","42d708d5aa00406231094d9d8ba631f7"
"syn60957313","ISPY1_1168.nii.gz","1","application/gzip","8601","3505996","1718277741649","3505996","1718277741649","syn60957263","https://www.synapse.org/#!Synapse:syn60957313.1","2400e69bb95bb6cbf5f13bdc72ee2b4e"
"syn60957421","ISPY1_1223.nii.gz","1","application/gzip","8605","3505996","1718277823750","3505996","1718277823750","syn60957263","https://www.synapse.org/#!Synapse:syn60957421.1","0ca4b0f9061d8956a9ed9fafcd72875d"
"syn60957378","NACT_54.nii.gz","1","application/gzip","8612","3505996","1718277787283","3505996","1718277787283","syn60957263","https://www.synapse.org/#!Synapse:syn60957378.1","ab3e57dd035fefe4c0e899cf8636eff8"
"syn60957324","ISPY1_1112.nii.gz","1","application/gzip","8640","3505996","1718277749575","3505996","1718277749575","syn60957263","https://www.synapse.org/#!Synapse:syn60957324.1","a988c287a841ab04449c5750fc503d85"
"syn60957450","ISPY1_1176.nii.gz","1","application/gzip","8673","3505996","1718277844799","3505996","1718277844799","syn60957263","https://www.synapse.org/#!Synapse:syn60957450.1","63d0d43ac845be969003198642264484"
"syn60957307","ISPY1_1207.nii.gz","1","application/gzip","8682","3505996","1718277737141","3505996","1718277737141","syn60957263","https://www.synapse.org/#!Synapse:syn60957307.1","b3061863eaa68bd148fe876bebd27389"
"syn60957509","ISPY1_1053.nii.gz","1","application/gzip","8690","3505996","1718277893027","3505996","1718277893027","syn60957263","https://www.synapse.org/#!Synapse:syn60957509.1","55c0d83907cc54fbe92a72732cd31fb5"
"syn60957443","ISPY1_1189.nii.gz","1","application/gzip","8691","3505996","1718277839685","3505996","1718277839685","syn60957263","https://www.synapse.org/#!Synapse:syn60957443.1","413a64a319f49fc8a5f3a0394d9aa0fd"
"syn60957350","ISPY1_1002.nii.gz","1","application/gzip","8715","3505996","1718277768557","3505996","1718277768557","syn60957263","https://www.synapse.org/#!Synapse:syn60957350.1","e784eefa3c9c60cef20a031864924f20"
"syn60957516","ISPY1_1029.nii.gz","1","application/gzip","8722","3505996","1718277898195","3505996","1718277898195","syn60957263","https://www.synapse.org/#!Synapse:syn60957516.1","39297cdbd2f6b18afdf9a59eebec429d"
"syn60957502","ISPY1_1066.nii.gz","1","application/gzip","8757","3505996","1718277887836","3505996","1718277887836","syn60957263","https://www.synapse.org/#!Synapse:syn60957502.1","5723d9cd16f651d7ff7c8f8c3beaeb13"
"syn60957431","ISPY1_1204.nii.gz","1","application/gzip","8796","3505996","1718277831062","3505996","1718277831062","syn60957263","https://www.synapse.org/#!Synapse:syn60957431.1","0e4670c88a7a3a49c1faf4da2e14d8b3"
"syn60957436","ISPY1_1198.nii.gz","1","application/gzip","8824","3505996","1718277834647","3505996","1718277834647","syn60957263","https://www.synapse.org/#!Synapse:syn60957436.1","41d159f5a3f927523e5daa63c2c62ab6"
"syn60957958","ISPY2_835658.nii.gz","1","application/gzip","8827","3505996","1718278821144","3505996","1718278821144","syn60957263","https://www.synapse.org/#!Synapse:syn60957958.1","a46f88a3758095ce2333cec4166d5446"
"syn60957379","NACT_53.nii.gz","1","application/gzip","8837","3505996","1718277788038","3505996","1718277788038","syn60957263","https://www.synapse.org/#!Synapse:syn60957379.1","ef28a1824e6615ba37828f30b211b842"
"syn60957321","ISPY1_1135.nii.gz","1","application/gzip","8854","3505996","1718277747387","3505996","1718277747387","syn60957263","https://www.synapse.org/#!Synapse:syn60957321.1","a5e25116359c00c35a34ae3b02f32e69"
"syn60957279","NACT_60.nii.gz","1","application/gzip","8859","3505996","1718277716681","3505996","1718277716681","syn60957263","https://www.synapse.org/#!Synapse:syn60957279.1","4a1a332c54825b64ad39a0f8e0cd8aca"
"syn60957372","NACT_66.nii.gz","1","application/gzip","8872","3505996","1718277782984","3505996","1718277782984","syn60957263","https://www.synapse.org/#!Synapse:syn60957372.1","f44f093a83cbcb5c0a1f2fdd0cadb630"
"syn60957370","NACT_68.nii.gz","1","application/gzip","8875","3505996","1718277781541","3505996","1718277781541","syn60957263","https://www.synapse.org/#!Synapse:syn60957370.1","178e22edbaa083ca713a064175ec8563"
"syn60957303","ISPY1_1225.nii.gz","1","application/gzip","8892","3505996","1718277734227","3505996","1718277734227","syn60957263","https://www.synapse.org/#!Synapse:syn60957303.1","d3d299204bb84eaf89781cd9f3cdc8dc"
"syn60957281","NACT_56.nii.gz","1","application/gzip","8938","3505996","1718277718126","3505996","1718277718126","syn60957263","https://www.synapse.org/#!Synapse:syn60957281.1","3b1a5453b4e3450548ad89a7490a04ba"
"syn60957763","ISPY2_414971.nii.gz","1","application/gzip","8969","3505996","1718278178385","3505996","1718278178385","syn60957263","https://www.synapse.org/#!Synapse:syn60957763.1","f6896801d5e3823dd92cfeae5de5f10c"
"syn60957678","ISPY2_637051.nii.gz","1","application/gzip","8971","3505996","1718278116133","3505996","1718278116133","syn60957263","https://www.synapse.org/#!Synapse:syn60957678.1","e1b89e0ba8fbc3186490bbde35b98c5e"
"syn60957280","NACT_59.nii.gz","1","application/gzip","8981","3505996","1718277717389","3505996","1718277717389","syn60957263","https://www.synapse.org/#!Synapse:syn60957280.1","547f73dd1489358a5e6dc7782af53978"
"syn60958404","ISPY2_254060.nii.gz","1","application/gzip","8995","3505996","1718279551585","3505996","1718279551585","syn60957263","https://www.synapse.org/#!Synapse:syn60958404.1","cfb9367ef0fa599858e4b2bdc39860e9"
"syn60957334","ISPY1_1070.nii.gz","1","application/gzip","8996","3505996","1718277756893","3505996","1718277756893","syn60957263","https://www.synapse.org/#!Synapse:syn60957334.1","a75d0513d4bc59f936098c0890a3c1a4"
"syn60957317","ISPY1_1151.nii.gz","1","application/gzip","9010","3505996","1718277744487","3505996","1718277744487","syn60957263","https://www.synapse.org/#!Synapse:syn60957317.1","bb6813be00eb3513b5dece5882c050fa"
"syn60958491","ISPY2_136536.nii.gz","1","application/gzip","9013","3505996","1718279895695","3505996","1718279895695","syn60957263","https://www.synapse.org/#!Synapse:syn60958491.1","b0d50c1cad039f6301c7766270640403"
"syn60957339","ISPY1_1038.nii.gz","1","application/gzip","9034","3505996","1718277760607","3505996","1718277760607","syn60957263","https://www.synapse.org/#!Synapse:syn60957339.1","61b4bfd6274a5ddde718b065ba9b2b21"
"syn60957560","ISPY2_944536.nii.gz","1","application/gzip","9034","3505996","1718278030308","3505996","1718278030308","syn60957263","https://www.synapse.org/#!Synapse:syn60957560.1","9b9c1bd3b4786b728d21fa65232817fa"
"syn60957329","ISPY1_1100.nii.gz","1","application/gzip","9037","3505996","1718277753223","3505996","1718277753223","syn60957263","https://www.synapse.org/#!Synapse:syn60957329.1","3d4a14158fa66cf7b896d0bd504499de"
"syn60957338","ISPY1_1042.nii.gz","1","application/gzip","9044","3505996","1718277759820","3505996","1718277759820","syn60957263","https://www.synapse.org/#!Synapse:syn60957338.1","aebdb11692cd478d31a26dc7065110b7"
"syn60957319","ISPY1_1146.nii.gz","1","application/gzip","9053","3505996","1718277745924","3505996","1718277745924","syn60957263","https://www.synapse.org/#!Synapse:syn60957319.1","79c794cd89502a42d6a8675a0ebad172"
"syn60957390","NACT_33.nii.gz","1","application/gzip","9062","3505996","1718277795997","3505996","1718277795997","syn60957263","https://www.synapse.org/#!Synapse:syn60957390.1","5487b6a456bcb33b342c0e3829b8921d"
"syn60957287","NACT_42.nii.gz","1","application/gzip","9107","3505996","1718277722541","3505996","1718277722541","syn60957263","https://www.synapse.org/#!Synapse:syn60957287.1","0f4b082abd9807398f45b87c7843ea4a"
"syn60957461","ISPY1_1157.nii.gz","1","application/gzip","9108","3505996","1718277858246","3505996","1718277858246","syn60957263","https://www.synapse.org/#!Synapse:syn60957461.1","ce2541a130c0f6f675e828f4eb65d93c"
"syn60957580","ISPY2_905264.nii.gz","1","application/gzip","9120","3505996","1718278044792","3505996","1718278044792","syn60957263","https://www.synapse.org/#!Synapse:syn60957580.1","7e1ddaf098848da2d7cf06378b3d1e67"
"syn60957952","ISPY2_845079.nii.gz","1","application/gzip","9132","3505996","1718278816808","3505996","1718278816808","syn60957263","https://www.synapse.org/#!Synapse:syn60957952.1","a8938b1b6b21cb194d04b14168ce29e5"
"syn60957493","ISPY1_1087.nii.gz","1","application/gzip","9134","3505996","1718277881266","3505996","1718277881266","syn60957263","https://www.synapse.org/#!Synapse:syn60957493.1","27d5e0b6e32e4d4de3facdf6a44724b8"
"syn60957418","ISPY1_1227.nii.gz","1","application/gzip","9137","3505996","1718277821574","3505996","1718277821574","syn60957263","https://www.synapse.org/#!Synapse:syn60957418.1","8058998ecf450d991a5f178b0ea028b3"
"syn60957332","ISPY1_1082.nii.gz","1","application/gzip","9143","3505996","1718277755417","3505996","1718277755417","syn60957263","https://www.synapse.org/#!Synapse:syn60957332.1","79230536a95afbc3a20f2809086dc851"
"syn60957465","ISPY1_1149.nii.gz","1","application/gzip","9155","3505996","1718277861109","3505996","1718277861109","syn60957263","https://www.synapse.org/#!Synapse:syn60957465.1","850d3ae7b0a6477572c29c3f559be08f"
"syn60957388","NACT_37.nii.gz","1","application/gzip","9163","3505996","1718277794540","3505996","1718277794540","syn60957263","https://www.synapse.org/#!Synapse:syn60957388.1","ee537b6fd4f9031eb5782ca7d69c1254"
"syn60957466","ISPY1_1148.nii.gz","1","application/gzip","9171","3505996","1718277861812","3505996","1718277861812","syn60957263","https://www.synapse.org/#!Synapse:syn60957466.1","421da77504247fad326d055f47e75ce8"
"syn60958344","ISPY2_329941.nii.gz","1","application/gzip","9183","3505996","1718279219499","3505996","1718279219499","syn60957263","https://www.synapse.org/#!Synapse:syn60958344.1","68b56132d42d5d6cfc89e609625410d5"
"syn60957340","ISPY1_1036.nii.gz","1","application/gzip","9231","3505996","1718277761319","3505996","1718277761319","syn60957263","https://www.synapse.org/#!Synapse:syn60957340.1","54c287f692eeb9eb552d37fbc680c418"
"syn60958248","ISPY2_462581.nii.gz","1","application/gzip","9246","3505996","1718279147237","3505996","1718279147237","syn60957263","https://www.synapse.org/#!Synapse:syn60958248.1","132467dd0f0183395459bf4dc008c932"
"syn60957335","ISPY1_1069.nii.gz","1","application/gzip","9261","3505996","1718277757628","3505996","1718277757628","syn60957263","https://www.synapse.org/#!Synapse:syn60957335.1","ef40799e493e7590a08e63c5c43af1a9"
"syn60958412","ISPY2_241705.nii.gz","1","application/gzip","9270","3505996","1718279557437","3505996","1718279557437","syn60957263","https://www.synapse.org/#!Synapse:syn60958412.1","a1a89fc4b2a86d34d3e38d44ecb724b2"
"syn60957389","NACT_36.nii.gz","1","application/gzip","9301","3505996","1718277795245","3505996","1718277795245","syn60957263","https://www.synapse.org/#!Synapse:syn60957389.1","dc0d5f06061e8878d6af9df40c3ebb00"
"syn60958166","ISPY2_581648.nii.gz","1","application/gzip","9311","3505996","1718279085417","3505996","1718279085417","syn60957263","https://www.synapse.org/#!Synapse:syn60958166.1","4dcc7080130e07ab18f36ad7da2e1b0c"
"syn60957331","ISPY1_1096.nii.gz","1","application/gzip","9325","3505996","1718277754711","3505996","1718277754711","syn60957263","https://www.synapse.org/#!Synapse:syn60957331.1","151ce8c08e05afe374edcfba36a91fff"
"syn60957286","NACT_45.nii.gz","1","application/gzip","9330","3505996","1718277721815","3505996","1718277721815","syn60957263","https://www.synapse.org/#!Synapse:syn60957286.1","18bbf54adb76cde487677c2a15de159e"
"syn60957525","ISPY1_1007.nii.gz","1","application/gzip","9361","3505996","1718277904783","3505996","1718277904783","syn60957263","https://www.synapse.org/#!Synapse:syn60957525.1","f18528f5dbd8a13942319f067e9c6085"
"syn60957793","ISPY2_299840.nii.gz","1","application/gzip","9361","3505996","1718278199650","3505996","1718278199650","syn60957263","https://www.synapse.org/#!Synapse:syn60957793.1","f9f4602b447f6d0b15c061aa713ce948"
"syn60957527","ISPY1_1003.nii.gz","1","application/gzip","9362","3505996","1718277906240","3505996","1718277906240","syn60957263","https://www.synapse.org/#!Synapse:syn60957527.1","5315caf442011c94c698a8e09e2c45e1"
"syn60958368","ISPY2_301289.nii.gz","1","application/gzip","9378","3505996","1718279301962","3505996","1718279301962","syn60957263","https://www.synapse.org/#!Synapse:syn60958368.1","06cdbb46476559aabcd217322c0d746a"
"syn60957400","NACT_20.nii.gz","1","application/gzip","9393","3505996","1718277803182","3505996","1718277803182","syn60957263","https://www.synapse.org/#!Synapse:syn60957400.1","16c3491a608c17487a6c92b94e9be277"
"syn60957401","NACT_19.nii.gz","1","application/gzip","9403","3505996","1718277803898","3505996","1718277803898","syn60957263","https://www.synapse.org/#!Synapse:syn60957401.1","0b47ab1f4dcebed970849fa28df100f7"
"syn60957775","ISPY2_357034.nii.gz","1","application/gzip","9429","3505996","1718278186877","3505996","1718278186877","syn60957263","https://www.synapse.org/#!Synapse:syn60957775.1","0c2312fa88db63aadfbdb718a84b1f9f"
"syn60957483","ISPY1_1122.nii.gz","1","application/gzip","9433","3505996","1718277874100","3505996","1718277874100","syn60957263","https://www.synapse.org/#!Synapse:syn60957483.1","86b6ae3c773fde292b5a4abbde9ab53a"
"syn60958268","ISPY2_431061.nii.gz","1","application/gzip","9440","3505996","1718279162175","3505996","1718279162175","syn60957263","https://www.synapse.org/#!Synapse:syn60958268.1","2b03805325b662429328ca8678eb6b4c"
"syn60957609","ISPY2_809649.nii.gz","1","application/gzip","9445","3505996","1718278065973","3505996","1718278065973","syn60957263","https://www.synapse.org/#!Synapse:syn60957609.1","f6d94c8d2509240849fe01a1403b5f68"
"syn60957315","ISPY1_1164.nii.gz","1","application/gzip","9451","3505996","1718277743081","3505996","1718277743081","syn60957263","https://www.synapse.org/#!Synapse:syn60957315.1","a0d91075b8281d579440db7ea7a3a9b7"
"syn60958338","ISPY2_342142.nii.gz","1","application/gzip","9465","3505996","1718279215056","3505996","1718279215056","syn60957263","https://www.synapse.org/#!Synapse:syn60958338.1","ddbabe315bf84780206e0b0ca4226077"
"syn60958361","ISPY2_313672.nii.gz","1","application/gzip","9515","3505996","1718279232499","3505996","1718279232499","syn60957263","https://www.synapse.org/#!Synapse:syn60958361.1","10d73d3c6e7b4749ead8e779d15b7f1a"
"syn60957517","ISPY1_1027.nii.gz","1","application/gzip","9520","3505996","1718277898912","3505996","1718277898912","syn60957263","https://www.synapse.org/#!Synapse:syn60957517.1","96cf1f88392ff5df8cb5e2a120b06762"
"syn60957519","ISPY1_1017.nii.gz","1","application/gzip","9523","3505996","1718277900388","3505996","1718277900388","syn60957263","https://www.synapse.org/#!Synapse:syn60957519.1","a4965f40fde45d7f86308fb50ab508fc"
"syn60958028","ISPY2_771813.nii.gz","1","application/gzip","9529","3505996","1718278980994","3505996","1718278980994","syn60957263","https://www.synapse.org/#!Synapse:syn60958028.1","630c6ea7c0bffcb92cf2d510728b55b9"
"syn60957426","ISPY1_1216.nii.gz","1","application/gzip","9538","3505996","1718277827441","3505996","1718277827441","syn60957263","https://www.synapse.org/#!Synapse:syn60957426.1","46d4c15b9f6c407d24076ec140c9e839"
"syn60957490","ISPY1_1090.nii.gz","1","application/gzip","9561","3505996","1718277879108","3505996","1718277879108","syn60957263","https://www.synapse.org/#!Synapse:syn60957490.1","2ce3fa066be8df4876676c072eeaa994"
"syn60957748","ISPY2_460776.nii.gz","1","application/gzip","9564","3505996","1718278167445","3505996","1718278167445","syn60957263","https://www.synapse.org/#!Synapse:syn60957748.1","abac151f66167cfbf39d99289ad5dcd4"
"syn60957614","ISPY2_797499.nii.gz","1","application/gzip","9590","3505996","1718278069633","3505996","1718278069633","syn60957263","https://www.synapse.org/#!Synapse:syn60957614.1","de9014450d62546faac41d8b4ada2be6"
"syn60957446","ISPY1_1184.nii.gz","1","application/gzip","9612","3505996","1718277841822","3505996","1718277841822","syn60957263","https://www.synapse.org/#!Synapse:syn60957446.1","b8b47662f93be314a6bee2e3a7398281"
"syn60957385","NACT_43.nii.gz","1","application/gzip","9622","3505996","1718277792365","3505996","1718277792365","syn60957263","https://www.synapse.org/#!Synapse:syn60957385.1","dffd9ec6c7b533e3c81daf5cfa9f60ee"
"syn60957488","ISPY1_1098.nii.gz","1","application/gzip","9622","3505996","1718277877629","3505996","1718277877629","syn60957263","https://www.synapse.org/#!Synapse:syn60957488.1","10ebe75f765c0648c693181dc636248e"
"syn60957710","ISPY2_552549.nii.gz","1","application/gzip","9624","3505996","1718278139603","3505996","1718278139603","syn60957263","https://www.synapse.org/#!Synapse:syn60957710.1","9b46c135dcf5644f48abfe4e4ad0b8ab"
"syn60957649","ISPY2_689452.nii.gz","1","application/gzip","9628","3505996","1718278095232","3505996","1718278095232","syn60957263","https://www.synapse.org/#!Synapse:syn60957649.1","6776581b48b96138357fe14e1c5a7fd8"
"syn60958064","ISPY2_712785.nii.gz","1","application/gzip","9638","3505996","1718279008309","3505996","1718279008309","syn60957263","https://www.synapse.org/#!Synapse:syn60958064.1","5352e106b82ae5be0ba8427948f71cfc"
"syn60957652","ISPY2_685182.nii.gz","1","application/gzip","9652","3505996","1718278097349","3505996","1718278097349","syn60957263","https://www.synapse.org/#!Synapse:syn60957652.1","9434b03f94eaf8ed1c6e46497ca00363"
"syn60957475","ISPY1_1134.nii.gz","1","application/gzip","9657","3505996","1718277868326","3505996","1718277868326","syn60957263","https://www.synapse.org/#!Synapse:syn60957475.1","80fbf38b870e5489cadf7b5f9dea5800"
"syn60957716","ISPY2_535569.nii.gz","1","application/gzip","9663","3505996","1718278143998","3505996","1718278143998","syn60957263","https://www.synapse.org/#!Synapse:syn60957716.1","d9000cef2588ae8141d0e4c60042b897"
"syn60958385","ISPY2_282777.nii.gz","1","application/gzip","9675","3505996","1718279314880","3505996","1718279314880","syn60957263","https://www.synapse.org/#!Synapse:syn60958385.1","e5f3a509382c52ca5ddebb2993e7d8f2"
"syn60957289","NACT_35.nii.gz","1","application/gzip","9687","3505996","1718277724036","3505996","1718277724036","syn60957263","https://www.synapse.org/#!Synapse:syn60957289.1","82aaf2edc6f8d1e73147d03e5bfa8eb9"
"syn60957396","NACT_24.nii.gz","1","application/gzip","9691","3505996","1718277800272","3505996","1718277800272","syn60957263","https://www.synapse.org/#!Synapse:syn60957396.1","d1de52c112e2428fa757d0e9fce1a539"
"syn60957391","NACT_32.nii.gz","1","application/gzip","9696","3505996","1718277796709","3505996","1718277796709","syn60957263","https://www.synapse.org/#!Synapse:syn60957391.1","89ee43dd7915d25a5ad03c1575483d78"
"syn60958188","ISPY2_553012.nii.gz","1","application/gzip","9707","3505996","1718279101858","3505996","1718279101858","syn60957263","https://www.synapse.org/#!Synapse:syn60958188.1","51438169463f1417fd7e0649c2eb8082"
"syn60957832","ISPY2_202956.nii.gz","1","application/gzip","9714","3505996","1718278228319","3505996","1718278228319","syn60957263","https://www.synapse.org/#!Synapse:syn60957832.1","47ac8bd1d79aa5ac0eed17ce84804e3f"
"syn60957345","ISPY1_1025.nii.gz","1","application/gzip","9716","3505996","1718277764933","3505996","1718277764933","syn60957263","https://www.synapse.org/#!Synapse:syn60957345.1","e2e73dbf1bcd957dafa634383f4596a9"
"syn60957886","ISPY2_893874.nii.gz","1","application/gzip","9739","3505996","1718278266112","3505996","1718278266112","syn60957263","https://www.synapse.org/#!Synapse:syn60957886.1","0de1c3f7cbece1428240e3be12cbae1d"
"syn60958457","ISPY2_178649.nii.gz","1","application/gzip","9739","3505996","1718279717362","3505996","1718279717362","syn60957263","https://www.synapse.org/#!Synapse:syn60958457.1","c509f31f576690297130fb9c06891f05"
"syn60957642","ISPY2_711476.nii.gz","1","application/gzip","9743","3505996","1718278090235","3505996","1718278090235","syn60957263","https://www.synapse.org/#!Synapse:syn60957642.1","d6fa0d360f96b4f67ef606d6eaa6c20b"
"syn60957306","ISPY1_1212.nii.gz","1","application/gzip","9751","3505996","1718277736410","3505996","1718277736410","syn60957263","https://www.synapse.org/#!Synapse:syn60957306.1","4cbda5838713a36a717f97fa4e8d8ed4"
"syn60957924","ISPY2_889721.nii.gz","1","application/gzip","9757","3505996","1718278793831","3505996","1718278793831","syn60957263","https://www.synapse.org/#!Synapse:syn60957924.1","b043c446ceae5a0a8eae94462e68da85"
"syn60957981","ISPY2_802778.nii.gz","1","application/gzip","9770","3505996","1718278836769","3505996","1718278836769","syn60957263","https://www.synapse.org/#!Synapse:syn60957981.1","e477eb61cce254a0d04399312e8ff57e"
"syn60958249","ISPY2_461824.nii.gz","1","application/gzip","9770","3505996","1718279147950","3505996","1718279147950","syn60957263","https://www.synapse.org/#!Synapse:syn60958249.1","309efa71e4468f6ae6d8f647e1b11889"
"syn60957717","ISPY2_528833.nii.gz","1","application/gzip","9786","3505996","1718278144781","3505996","1718278144781","syn60957263","https://www.synapse.org/#!Synapse:syn60957717.1","b47d6b7cc7fbabedf4996f875e2bcbaf"
